POD_Energy,DSN_Energy,Percent_Difference
0.243366415518155,0.24284813674208,0.213189331197712
0.293488347592014,0.292601265920724,0.302711957638551
0.304696430398233,0.303820063551409,0.288033884220943
0.354858253477036,0.353628326967705,0.34719825139354
0.373966381771902,0.372285302739866,0.450539427092995
0.384825652815555,0.38315998036372,0.43377698224356
0.435157561215129,0.433147417997624,0.463003959583027
0.435577108048634,0.43356866142823,0.462165655276046
